Property_Type,Location,Lat-Lon,Price_USD,Area_sqm,Bedrooms,Bathrooms,Year_Built,Parking_Spaces
Villa,"Jimma, Hermata, Area 11","7.600941,36.895480",270951,349 sqm,2,2.0,1994.0,1.0
Condominium,"Adama, Goro, Rural Kebele 25","8.464079,39.334391","$225,270",412 sqm,2,3.0,2007.0,1.0
Villa,"Harar, Jugol, Gate 3","9.265907,42.120436",390959,401,2,2.0,2014.0,1.0
Apartment,"Mekelle, Kedamay Weyane, Community 1","13.514683,39.462896","$104,222",202,zero,1.0,1974.0,0.0
Apartment,"Gambella, Newland, Zone 2","8.246235,34.704706",89174,252 sqm,2,1.0,1960.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 4","13.467963,39.523230","$160,308",398,3,4.0,2006.0,3.0
Apartment,"Assosa, Sherkole, District 4","10.085656,34.464560","$143,922",333,1,1.0,2013.0,2.0
Apartment,"Gambella, Newland, Zone 3","8.249123,34.547879",200071,346,2,4.0,2008.0,3.0
Condominium,"Addis Ababa, Arada, Woreda 01 Admin","9.021878,38.748915",400916,385,2,1.0,1997.0,1.0
Apartment,"Dire Dawa, Goro, Sector 6","9.566316,41.811545",109290,177,zero,0.0,1999.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 2","(12.59139, 37.46464)","$238,659",376 sqm,3,2.0,1983.0,0.0
Villa,"Adama, Boku, Ganda 2","8.602715,39.298213",311212,265,zero,1.0,2001.0,1.0
Villa,"Gondar, Fasiledes, Kebele 7","12.535702,37.402935","$352,368",310,2,3.0,1988.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 1","12.598892,37.455761","$78,653",159,zero,0.0,1971.0,0.0
Condominium,"Gambella, Newland, Zone 2","8.276335,34.549318",74651,235,1,0.0,1979.0,0.0
Apartment,"Dire Dawa, Goro, Sector 1","9.530492,41.865710",183944,397,2,2.0,2005.0,1.0
Villa,"Mekelle, Kedamay Weyane, Community 8","13.434644,39.475201","$271,710",299,2,1.0,1984.0,1.0
Villa,"Addis Ababa, Lideta, Zone 1","9.039025,38.696784",446344,323,3,2.0,1973.0,2.0
Villa,"Assosa, Menge, Village Unit 6","10.033025,34.611208","$127,909",277,1,0.0,1993.0,1.0
Villa,"Harar, Abadir, Zone 1","9.297687,42.152543","$220,824",329,2,1.0,1965.0,0.0
Condominium,"Addis Ababa, Lideta, Zone 5","9.051629,38.692307",495556,490,3,4.0,,4.0
Apartment,"Assosa, Sherkole, District 3","10.030535,34.535752",75358,250,zero,0.0,1965.0,0.0
Condominium,"Gambella, Newland, Zone 4",,111578,379,3,4.0,,2.0
Apartment,"Gondar, Fasiledes, Kebele 2","12.509369,37.496756","$270,926",406,2,4.0,1992.0,2.0
Villa,"Bahir Dar, Gish Abay, Sector 3","11.495130,37.355817","$388,080",414,3,3.0,1984.0,1.0
Villa,"Bahir Dar, Meshenti, Village 8","11.663362,37.384954",246432,254 sqm,1,1.0,1986.0,0.0
Apartment,"Adama, Dabe, Kebele 13","8.463016,39.280470",167683,263,2,1.0,1986.0,0.0
Villa,"Dire Dawa, Kezira, Kebele 4","9.568586,41.842394",287011,294 sqm,2,2.0,,0.0
Condominium,"Adama, Boku, Ganda 1","8.475818,39.298098",119079,193,zero,0.0,2014.0,0.0
Condominium,"Mekelle, Hadnet, Admin Unit 4","13.515719,39.409150",66114,187 sqm,zero,0.0,,
Villa,"Gambella, Tier-kidi, Block 2","8.219750,34.612779",120947,194,zero,0.0,1991.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 4",,"$195,769",312 sqm,1,0.0,2022.0,1.0
Condominium,"Adama, Dabe, Kebele 11","8.535986,39.297902",225983,395,2,3.0,1984.0,4.0
Apartment,"Bahir Dar, Meshenti, Village 6","(11.59927, 37.44963)","$221,505",384 sqm,3,3.0,1985.0,1.0
Apartment,"Addis Ababa, Arada, Woreda 05 Admin","9.046277,38.741284",309975,293,1,1.0,2005.0,1.0
Apartment,"Bahir Dar, Tana, Kebele 1","11.567743,37.364623",233528,311,2,,1992.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 04","8.957807,38.705036",373255,350,1,2.0,1990.0,1.0
Apartment,"Mekelle, Hadnet, Admin Unit 4",Lon: 39.4394 / Lat: 13.4441,"$149,960",317,zero,0.0,2003.0,0.0
Condominium,"Gambella, Newland, Zone 3","8.296147,34.621748",136095,316 sqm,2,2.0,2010.0,2.0
Apartment,"Addis Ababa, Arada, Woreda 05 Admin","9.090152,38.769954",319642,312,1,1.0,1993.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 6",Lon: 41.9058 / Lat: 9.6502,141555,309,1,1.0,1973.0,0.0
Condominium,"Harar, Amir-Nur, Block 15","9.424742,42.170748",110232,318 sqm,2,2.0,1989.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 4","(12.65317, 37.39762)","$304,493",492,3,3.0,2011.0,2.0
Condominium,"Dire Dawa, Kezira, Kebele 1","9.526353,41.916614",135890,246,1,1.0,2003.0,1.0
Villa,"Assosa, Sherkole, District 1","10.066255,34.467129","$179,310",366,zero,0.0,1990.0,0.0
Condominium,"Gondar, Arada, Zone 8","(12.72934, 37.48679)",278371,466 sqm,4,5.0,2009.0,3.0
Condominium,"Gambella, Tier-kidi, Block 7",Lon: 34.5872 / Lat: 8.2871,66529,259,zero,0.0,1967.0,0.0
Apartment,"Gambella, Tier-kidi, Block 4","8.318321,34.598615",124101,274,1,0.0,1995.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 3","9.603221,41.879521",144822,338,1,1.0,1996.0,0.0
Condominium,"Assosa, Sherkole, District 5","10.157308,34.464016",110991,353,1,1.0,1999.0,1.0
Villa,"Bahir Dar, Meshenti, Village 2","11.517544,37.297032",344638,321,1,2.0,1988.0,1.0
Condominium,"Dire Dawa, Kezira, Kebele 7",Lon: 41.9070 / Lat: 9.5055,141203,283 sqm,zero,1.0,1993.0,0.0
Condominium,"Jimma, Jiren, Kebele 15","7.582364,36.902598",113860,311,zero,1.0,2020.0,1.0
Villa,"Gondar, Arada, Zone 4",Lon: 37.4089 / Lat: 12.6792,"$347,547",401 sqm,3,,1985.0,1.0
Apartment,"Gambella, Tier-kidi, Block 1","8.247409,34.598763",202485,432,2,2.0,2009.0,2.0
Apartment,"Adama, Dabe, Kebele 14","8.453704,39.192214",302154,416,3,3.0,1989.0,1.0
Condominium,"Mekelle, Kedamay Weyane, Community 6","(13.49142, 39.50096)",92654,165 sqm,1,1.0,1970.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 9",Lon: 39.3190 / Lat: 13.4447,186701,369,2,1.0,2004.0,0.0
Condominium,"Dire Dawa, Goro, Sector 6","(9.53343, 41.92335)","$204,019",386 sqm,3,3.0,2015.0,3.0
Condominium,"Bahir Dar, Meshenti, Village 4","11.641904,37.341562",117671,315 sqm,1,2.0,1996.0,1.0
Condominium,"Adama, Boku, Ganda 5","8.541942,39.287580",158267,425,2,1.0,1994.0,1.0
Condominium,"Harar, Abadir, Zone 8","9.297255,42.082610",78207,198,1,0.0,1987.0,0.0
Condominium,"Gondar, Arada, Zone 4","(12.57055, 37.50614)","$302,644",449,3,3.0,1990.0,2.0
Villa,"Gondar, Arada, Zone 10","12.573492,37.496688",378365,389,3,2.0,1995.0,1.0
Apartment,"Gambella, Tier-kidi, Block 3","8.311787,34.528974",106703,205,zero,0.0,1992.0,0.0
Villa,"Harar, Amir-Nur, Block 11",,165681,251 sqm,zero,0.0,1981.0,0.0
Apartment,"Jimma, Jiren, Kebele 5",Lon: 36.8250 / Lat: 7.6667,179860,349,2,2.0,2014.0,1.0
Apartment,"Adama, Boku, Ganda 2",Lon: 39.2948 / Lat: 8.4554,"$81,367",202,zero,0.0,1960.0,0.0
Villa,"Harar, Jugol, Gate 3","(9.34592, 42.06423)",382513,466 sqm,3,3.0,2013.0,4.0
Condominium,"Mekelle, Hadnet, Admin Unit 1",,185993,393 sqm,3,2.0,1971.0,2.0
Apartment,"Adama, Boku, Ganda 1","8.546385,39.341662","$92,942",150,zero,0.0,1967.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 5",Lon: 41.8729 / Lat: 9.5714,"$154,882",264,1,0.0,2001.0,0.0
Condominium,"Dire Dawa, Goro, Sector 3","9.578758,41.918904","$186,221",339,3,3.0,2005.0,2.0
Apartment,"Mekelle, Kedamay Weyane, Community 12","13.453700,39.422367",166130,227 sqm,zero,1.0,2024.0,1.0
Condominium,"Dire Dawa, Kezira, Kebele 3","9.604428,41.988713",211978,417,1,2.0,2014.0,3.0
Villa,"Gambella, Tier-kidi, Block 4","8.333936,34.576334","$213,266",298,1,1.0,2024.0,0.0
Apartment,"Harar, Jugol, Gate 1","9.365822,42.059014","$198,081",326,2,,1987.0,2.0
Apartment,"Harar, Abadir, Zone 3",,"$247,297",458,4,4.0,1987.0,4.0
Condominium,"Mekelle, Hadnet, Admin Unit 1","(13.50724, 39.47810)",159656,351 sqm,2,3.0,2004.0,3.0
Villa,"Bahir Dar, Meshenti, Village 11",Lon: 37.4251 / Lat: 11.5271,241804,281,1,1.0,1960.0,
Apartment,"Gondar, Maraki, Community Block E","12.599853,37.485553","$344,561",412 sqm,3,2.0,2023.0,2.0
Villa,"Adama, Boku, Ganda 5","8.547168,39.217663",257731,278,1,1.0,1984.0,0.0
Villa,"Gondar, Maraki, Community Block D","12.659241,37.462491","$231,587",311,1,0.0,1960.0,1.0
Apartment,"Gondar, Arada, Zone 7","12.643792,37.454218","$139,405",161,zero,0.0,1986.0,0.0
Villa,"Gambella, Newland, Zone 3","8.187628,34.608722",206928,364,1,1.0,2011.0,0.0
Condominium,"Jimma, Jiren, Kebele 15","(7.66607, 36.80279)",93057,292,2,2.0,1960.0,0.0
Villa,"Addis Ababa, Bole, Kebele 02","(9.04633, 38.73615)",556309,317 sqm,1,1.0,,1.0
Apartment,"Adama, Boku, Ganda 1","8.534397,39.278741","$82,145",150,zero,0.0,1960.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 3",Lon: 41.9121 / Lat: 9.5734,179548,251,zero,0.0,2007.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 7","12.621621,37.455464","$140,156",206,1,1.0,1981.0,0.0
Apartment,"Adama, Dabe, Kebele 6","8.558384,39.299683",174919,324,2,2.0,1984.0,2.0
Condominium,"Gondar, Arada, Zone 8","12.611536,37.505392","$193,049",346 sqm,3,3.0,1960.0,0.0
Villa,"Assosa, Menge, Village Unit 2","10.105310,34.499865",220870,355,3,,1985.0,0.0
Apartment,"Addis Ababa, Kirkos, Kebele 02","9.006878,38.772218",313109,266,1,0.0,2013.0,1.0
Condominium,"Mekelle, Kedamay Weyane, Community 6","(13.44824, 39.38040)",83017,222,1,0.0,1969.0,0.0
Condominium,"Bahir Dar, Gish Abay, Sector 8","11.552596,37.267860",192966,336 sqm,2,2.0,1998.0,0.0
Villa,"Harar, Jugol, Gate 4",Lon: 42.0603 / Lat: 9.3660,156181,375 sqm,1,0.0,1971.0,0.0
Villa,"Harar, Jugol, Gate 2",Lon: 42.1182 / Lat: 9.3378,315093,500 sqm,2,2.0,,3.0
Condominium,"Gondar, Maraki, Community Block A","(12.57955, 37.43326)",110168,207,1,2.0,1975.0,0.0
Condominium,"Gondar, Maraki, Community Block A",,"$127,857",242 sqm,1,1.0,1960.0,0.0
Apartment,"Gambella, Tier-kidi, Block 5","8.244502,34.609820",57614,180,zero,0.0,1960.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 6","13.420950,39.395007",189173,341,1,1.0,2010.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 9","12.620070,37.340480","$314,879",464 sqm,3,2.0,2024.0,1.0
Apartment,"Bahir Dar, Tana, Kebele 2","11.658661,37.381792",215725,339,2,1.0,1990.0,0.0
Villa,"Addis Ababa, Kirkos, Kebele 01","(9.04779, 38.81668)","$360,814",231 sqm,1,1.0,,0.0
Condominium,"Gambella, Newland, Zone 4","8.235429,34.533750","$54,418",162 sqm,zero,0.0,,0.0
Villa,"Jimma, Hermata, Area 8",Lon: 36.8241 / Lat: 7.6841,245481,442,4,3.0,1966.0,1.0
Villa,"Harar, Amir-Nur, Block 19",Lon: 42.0479 / Lat: 9.2789,235348,268 sqm,1,1.0,2006.0,0.0
Villa,"Harar, Abadir, Zone 6","9.291676,42.092492",180777,209,1,0.0,2009.0,1.0
Condominium,"Bahir Dar, Meshenti, Village 6","11.619303,37.364531",193622,353,3,2.0,1978.0,
Apartment,"Mekelle, Kedamay Weyane, Community 8","13.553650,39.444672","$193,936",300 sqm,1,2.0,1976.0,0.0
Villa,"Dire Dawa, Goro, Sector 5","9.560275,41.837319","$397,279",434,2,3.0,2020.0,3.0
Condominium,"Gambella, Newland, Zone 3","8.197870,34.496983",119759,371,1,1.0,1989.0,1.0
Villa,"Gondar, Arada, Zone 4","(12.56610, 37.40649)","$268,042",289,2,0.0,1967.0,0.0
Villa,"Jimma, Jiren, Kebele 5","7.734301,36.982631",156828,268,1,0.0,2001.0,0.0
Condominium,"Gambella, Newland, Zone 2","(8.24035, 34.56758)",87431,256,3,3.0,,1.0
Condominium,"Dire Dawa, Goro, Sector 5",Lon: 41.7867 / Lat: 9.5745,"$125,045",267,1,2.0,1986.0,0.0
Apartment,"Harar, Abadir, Zone 1","9.245012,42.121632","$239,322",435,2,2.0,2024.0,2.0
Condominium,"Harar, Jugol, Gate 5","9.328654,42.093587",89896,217,1,1.0,1970.0,0.0
Villa,"Addis Ababa, Bole, Kebele 01","9.003381,38.699008",497506,325,1,1.0,1993.0,0.0
Apartment,"Assosa, Menge, Village Unit 5",Lon: 34.4351 / Lat: 10.0266,172766,418 sqm,2,1.0,2024.0,0.0
Apartment,"Adama, Goro, Rural Kebele 24","8.493491,39.269535",207692,324,2,2.0,1988.0,1.0
Apartment,"Bahir Dar, Gish Abay, Sector 3","11.561398,37.350741","$230,634",317 sqm,1,,2017.0,0.0
Villa,"Gambella, Tier-kidi, Block 3",Lon: 34.5548 / Lat: 8.2479,"$285,500",352 sqm,2,1.0,2024.0,1.0
Villa,"Gambella, Tier-kidi, Block 1","8.308643,34.569780","$161,796",229,1,1.0,1989.0,0.0
Condominium,"Adama, Boku, Ganda 7",Lon: 39.2348 / Lat: 8.4984,"$256,168",500,3,4.0,2011.0,2.0
Apartment,"Assosa, Menge, Village Unit 3","10.079686,34.518362",121444,283,1,2.0,2004.0,0.0
Apartment,"Jimma, Jiren, Kebele 5","7.624669,36.891627",243550,425,2,2.0,1992.0,1.0
Apartment,"Jimma, Jiren, Kebele 6","7.718647,36.840972",148875,284,2,1.0,1984.0,0.0
Villa,"Jimma, Jiren, Kebele 8",Lon: 36.8623 / Lat: 7.6984,264465,343,one,2.0,2021.0,2.0
Condominium,"Harar, Abadir, Zone 1","(9.34385, 42.17656)","$146,399",314,2,1.0,1978.0,0.0
Villa,"Addis Ababa, Lideta, Zone 3","9.081720,38.707336",413759,362 sqm,1,2.0,1960.0,1.0
Apartment,"Dire Dawa, Goro, Sector 3",,168701,344 sqm,1,1.0,1988.0,2.0
Villa,"Harar, Jugol, Gate 4",Lon: 42.1810 / Lat: 9.2589,"$287,532",318,2,2.0,2016.0,0.0
Condominium,"Bahir Dar, Tana, Kebele 15",Lon: 37.3594 / Lat: 11.5936,176593,327,1,0.0,2002.0,0.0
Villa,"Harar, Amir-Nur, Block 14","9.268361,42.117586","$291,685",368,1,1.0,,0.0
Villa,"Jimma, Hermata, Area 12","7.624117,36.821181",226538,331,3,3.0,1983.0,1.0
Villa,"Adama, Goro, Rural Kebele 20","8.515398,39.215972","$195,299",322 sqm,one,1.0,1965.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 4","9.519811,41.835445",125372,167 sqm,zero,0.0,2006.0,
Apartment,"Jimma, Hermata, Area 6","7.601824,36.788810",202300,374,2,2.0,1989.0,0.0
Apartment,"Bahir Dar, Meshenti, Village 11","11.639160,37.384437",198891,300,3,2.0,1984.0,0.0
Villa,"Assosa, Menge, Village Unit 2",Lon: 34.4707 / Lat: 9.9655,264867,398,2,2.0,2001.0,2.0
Villa,"Gondar, Maraki, Community Block D","12.593991,37.431171",198705,197,1,2.0,1977.0,0.0
Villa,"Mekelle, Hawelti, Kebele 7","(13.48014, 39.46472)",223072,254,2,2.0,1982.0,1.0
Villa,"Gondar, Maraki, Community Block A","12.560398,37.538529",149469,200 sqm,zero,0.0,1960.0,0.0
Apartment,"Harar, Jugol, Gate 3","(9.32052, 42.08500)",154936,274,1,2.0,2013.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 8","13.400732,39.404393","$239,653",358 sqm,2,1.0,1975.0,0.0
Apartment,"Gambella, Newland, Zone 2","8.176466,34.498791","$120,769",268,2,1.0,1965.0,0.0
Villa,"Dire Dawa, Goro, Sector 10",,"$127,916",174 sqm,zero,0.0,1972.0,0.0
Condominium,"Mekelle, Hadnet, Admin Unit 1","13.470675,39.454173",133309,304 sqm,2,4.0,1995.0,1.0
Villa,"Harar, Abadir, Zone 6","9.308904,42.216277","$208,397",219,zero,1.0,2008.0,0.0
Villa,"Jimma, Jiren, Kebele 11",Lon: 36.8816 / Lat: 7.5785,"$184,051",280 sqm,1,0.0,1984.0,0.0
Apartment,"Addis Ababa, Lideta, Zone 7","(9.05296, 38.78314)",170328,150 sqm,zero,0.0,1973.0,0.0
Apartment,"Gambella, Newland, Zone 4","8.158668,34.518670","$111,570",273,zero,0.0,1993.0,0.0
Condominium,"Gambella, Tier-kidi, Block 3","(8.16192, 34.66439)","$117,778",331,2,1.0,1982.0,1.0
Villa,"Assosa, Sherkole, District 4","(10.10311, 34.59142)",187648,401,3,2.0,2016.0,0.0
Apartment,"Jimma, Jiren, Kebele 5","7.638821,36.776540",144402,276,1,1.0,1995.0,0.0
Condominium,"Dire Dawa, Goro, Sector 5","(9.53949, 41.82938)","$195,386",343,2,3.0,1984.0,2.0
Condominium,"Addis Ababa, Arada, Woreda 02 Admin","8.978216,38.682172",443746,442,1,2.0,2024.0,4.0
Villa,"Dire Dawa, Kezira, Kebele 5","9.608821,41.874713","$252,998",304,2,1.0,1964.0,0.0
Apartment,"Dire Dawa, Kezira, Kebele 7","9.547501,41.871247",189765,247,2,2.0,1997.0,0.0
Apartment,"Adama, Dabe, Kebele 5",Lon: 39.2237 / Lat: 8.5751,154239,332,1,1.0,2002.0,
Apartment,"Jimma, Jiren, Kebele 4","(7.63953, 36.86400)",125072,261 sqm,2,2.0,1985.0,0.0
Villa,"Harar, Abadir, Zone 8","9.397568,42.168544",208950,234 sqm,1,0.0,1996.0,0.0
Villa,"Dire Dawa, Goro, Sector 7","(9.65920, 41.72324)",349180,338,2,3.0,2007.0,1.0
Apartment,"Jimma, Jiren, Kebele 8","7.728369,36.878875",133393,310,1,0.0,1987.0,0.0
Apartment,"Gondar, Arada, Zone 9","12.691915,37.576317",257362,312,1,1.0,2001.0,1.0
Villa,"Assosa, Menge, Village Unit 3","10.124349,34.588242",152798,358 sqm,2,0.0,1983.0,0.0
Apartment,"Gambella, Tier-kidi, Block 6","(8.29275, 34.56809)","$95,580",238,1,1.0,1973.0,0.0
Apartment,"Assosa, Sherkole, District 1","10.091615,34.509470",195468,485 sqm,4,5.0,,4.0
Apartment,"Mekelle, Hawelti, Kebele 4","13.485417,39.511137",174423,319 sqm,1,1.0,2000.0,1.0
Apartment,"Assosa, Sherkole, District 5",,"$76,148",193,1,1.0,1972.0,0.0
Apartment,"Adama, Dabe, Kebele 13","8.479387,39.292088",268622,390 sqm,2,2.0,1992.0,2.0
Apartment,"Dire Dawa, Kezira, Kebele 3","9.548767,41.891914","$217,829",325,2,1.0,1984.0,0.0
Condominium,"Harar, Abadir, Zone 5","9.348729,42.125763","$80,294",230,zero,0.0,2007.0,0.0
Condominium,"Bahir Dar, Tana, Kebele 3",Lon: 37.3737 / Lat: 11.5830,"$198,894",336,1,,2024.0,0.0
Condominium,"Mekelle, Kedamay Weyane, Community 11","(13.49453, 39.51124)",75412,186,zero,0.0,1984.0,0.0
Apartment,"Gambella, Newland, Zone 3","8.236188,34.518820","$176,603",440,2,2.0,,2.0
Villa,"Gambella, Tier-kidi, Block 2",Lon: 34.6741 / Lat: 8.2127,216233,277 sqm,1,1.0,1988.0,
Villa,"Bahir Dar, Tana, Kebele 5",Lon: 37.4061 / Lat: 11.6411,387938,369,3,2.0,,0.0
Apartment,"Gondar, Arada, Zone 9","(12.52911, 37.52538)","$299,102",340 sqm,2,3.0,2024.0,2.0
Condominium,"Gondar, Maraki, Community Block C",Lon: 37.4693 / Lat: 12.5740,121981,202,1,1.0,1988.0,0.0
Condominium,"Mekelle, Hadnet, Admin Unit 3","13.521367,39.489652","$119,607",331 sqm,zero,0.0,1985.0,0.0
Apartment,"Gambella, Newland, Zone 2","8.230034,34.592621",198236,425,2,3.0,2001.0,3.0
Apartment,"Jimma, Jiren, Kebele 15","7.634105,36.866362","$163,035",266,1,1.0,2002.0,1.0
Condominium,"Harar, Amir-Nur, Block 16","9.335702,42.129978","$95,695",219,1,1.0,2004.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 2","9.598138,41.983019",242333,500,3,3.0,2024.0,1.0
Apartment,"Mekelle, Hadnet, Admin Unit 6","13.566643,39.482254","$243,279",432,2,3.0,2024.0,2.0
Condominium,"Harar, Amir-Nur, Block 10","(9.36124, 42.06774)","$88,414",177,zero,0.0,1999.0,0.0
Villa,"Mekelle, Hawelti, Kebele 12","13.581075,39.520212",299426,296 sqm,zero,0.0,2009.0,1.0
Condominium,"Mekelle, Hawelti, Kebele 12","(13.49243, 39.53275)",102817,212,zero,1.0,1983.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 05",,"$517,588",369 sqm,3,3.0,1997.0,2.0
Apartment,"Jimma, Jiren, Kebele 10","7.573702,36.759510",102423,288,zero,0.0,1963.0,0.0
Villa,"Harar, Jugol, Gate 4","(9.25689, 42.08174)","$204,082",256,1,1.0,1997.0,0.0
Condominium,"Bahir Dar, Meshenti, Village 4","11.537326,37.283138","$289,450",458,3,3.0,1995.0,2.0
Apartment,"Gambella, Newland, Zone 4",Lon: 34.5500 / Lat: 8.1847,244598,447,2,3.0,2024.0,3.0
Condominium,"Assosa, Sherkole, District 4","10.106872,34.386037","$95,514",235,zero,0.0,2003.0,1.0
Condominium,"Bahir Dar, Tana, Kebele 9","(11.66802, 37.41251)",198667,388,2,2.0,1990.0,0.0
Condominium,"Gondar, Maraki, Community Block A",Lon: 37.3844 / Lat: 12.5316,"$151,361",282 sqm,1,1.0,2000.0,3.0
Condominium,"Dire Dawa, Goro, Sector 5",Lon: 41.8775 / Lat: 9.6235,175094,388,2,,,1.0
Condominium,"Jimma, Hermata, Area 14","7.649877,36.822103",180241,403,2,2.0,1998.0,1.0
Condominium,"Adama, Boku, Ganda 10","8.583462,39.276152","$237,858",439,3,2.0,1985.0,1.0
Condominium,"Dire Dawa, Kezira, Kebele 3",Lon: 41.7951 / Lat: 9.4800,"$189,759",447,3,2.0,2016.0,1.0
Villa,"Dire Dawa, Goro, Sector 1","9.622557,41.788240",235522,320,1,1.0,2004.0,0.0
Condominium,"Mekelle, Hawelti, Kebele 3","13.420435,39.496961",137648,320,2,2.0,1964.0,1.0
Condominium,"Gambella, Tier-kidi, Block 2","8.277537,34.627919","$70,387",317,1,0.0,2002.0,
Condominium,"Bahir Dar, Meshenti, Village 3","(11.57527, 37.35057)",143381,280,1,1.0,1971.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 5","12.563116,37.497631","$176,377",388 sqm,2,2.0,1991.0,1.0
Apartment,"Jimma, Hermata, Area 14","7.643504,36.897248","$260,403",430 sqm,4,4.0,2009.0,1.0
Villa,"Addis Ababa, Bole, Kebele 09","9.014376,38.754853","$336,484",272 sqm,2,2.0,1960.0,0.0
Condominium,"Adama, Goro, Rural Kebele 22","8.527468,39.236956","$92,007",246,zero,0.0,1982.0,0.0
Apartment,"Addis Ababa, Bole, Kebele 08",,242488,252 sqm,1,0.0,1985.0,0.0
Villa,"Mekelle, Hadnet, Admin Unit 3","13.551470,39.522154",141724,150,zero,,1987.0,0.0
Villa,"Assosa, Sherkole, District 1","10.128276,34.540721",272802,422,3,3.0,,3.0
Villa,"Jimma, Hermata, Area 13","7.679158,36.814607",212880,311,2,2.0,1969.0,2.0
Apartment,"Dire Dawa, Kezira, Kebele 7","9.620037,41.823815","$138,810",265 sqm,zero,,2022.0,0.0
Villa,"Jimma, Jiren, Kebele 7","7.677951,36.877885","$178,817",333,1,,1975.0,0.0
Apartment,"Assosa, Sherkole, District 4","10.135175,34.452073",153736,374,2,2.0,1997.0,1.0
Apartment,"Assosa, Sherkole, District 5","9.941590,34.578399",84936,268,1,1.0,1986.0,1.0
Villa,"Adama, Goro, Rural Kebele 21","(8.48804, 39.26339)","$206,593",179,zero,,2005.0,0.0
Apartment,"Gondar, Arada, Zone 7",Lon: 37.4113 / Lat: 12.6302,135806,304,1,1.0,1986.0,1.0
Apartment,"Mekelle, Kedamay Weyane, Community 6",Lon: 39.4668 / Lat: 13.5312,286625,375,2,2.0,2023.0,3.0
Villa,"Mekelle, Kedamay Weyane, Community 6",Lon: 39.4147 / Lat: 13.4374,341790,392,2,,2015.0,3.0
Villa,"Bahir Dar, Tana, Kebele 7","11.609500,37.393127",380861,344 sqm,2,2.0,1992.0,1.0
Villa,"Gondar, Maraki, Community Block B","12.625713,37.576150",264781,271,1,2.0,1991.0,
Condominium,"Assosa, Menge, Village Unit 7","10.138443,34.506492",196387,500,4,,1999.0,2.0
Condominium,"Dire Dawa, Kezira, Kebele 8","(9.59368, 41.84924)",304352,500,4,5.0,2016.0,
Condominium,"Adama, Dabe, Kebele 6",Lon: 39.2207 / Lat: 8.4885,149946,245 sqm,1,1.0,2003.0,0.0
Apartment,"Addis Ababa, Kirkos, Kebele 07",Lon: 38.7666 / Lat: 9.0054,278449,159,zero,0.0,2004.0,0.0
Condominium,"Harar, Abadir, Zone 6","9.355938,42.152255",82179,232,zero,0.0,1989.0,0.0
Condominium,"Gondar, Fasiledes, Kebele 9","12.565949,37.491623",132205,267,zero,1.0,1989.0,1.0
Villa,"Bahir Dar, Gish Abay, Sector 5",Lon: 37.4258 / Lat: 11.5578,375179,366,3,3.0,1974.0,0.0
Condominium,"Gambella, Newland, Zone 1","8.257471,34.522894","$56,686",154,zero,0.0,1986.0,0.0
Condominium,"Adama, Dabe, Kebele 7","8.558803,39.277946",85945,150 sqm,zero,0.0,1979.0,0.0
Villa,"Gambella, Tier-kidi, Block 6",Lon: 34.5548 / Lat: 8.2699,"$147,939",340,2,1.0,1994.0,0.0
Condominium,"Gondar, Maraki, Community Block D","12.552518,37.417336","$263,263",384,2,2.0,2024.0,2.0
Villa,"Gondar, Fasiledes, Kebele 5","(12.60748, 37.53214)",475455,500,4,4.0,2005.0,3.0
Apartment,"Jimma, Hermata, Area 9","(7.70263, 36.87736)","$235,539",457,4,4.0,2003.0,2.0
Condominium,"Bahir Dar, Tana, Kebele 12",Lon: 37.4074 / Lat: 11.4816,204719,442,2,2.0,,0.0
Condominium,"Gondar, Maraki, Community Block D","(12.54260, 37.40664)",222981,418 sqm,3,3.0,1990.0,2.0
Villa,"Gondar, Fasiledes, Kebele 6","(12.65711, 37.32341)","$225,319",203,zero,0.0,1992.0,0.0
Condominium,"Gondar, Arada, Zone 11","12.581289,37.469413",141513,278 sqm,1,1.0,1997.0,0.0
Condominium,"Dire Dawa, Kezira, Kebele 3","9.605424,41.845344",84010,193,zero,0.0,1977.0,0.0
Apartment,"Gondar, Fasiledes, Kebele 6","12.682036,37.455136",168342,294,1,1.0,1967.0,0.0
Villa,"Addis Ababa, Kirkos, Kebele 05",Lon: 38.8090 / Lat: 9.1636,434485,259,3,2.0,,1.0
